SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
5996,2402,2019-11-19 11:50:42.257155200,RESPONSE,,,,,,,
5997,2402,2019-11-20 17:30:46.912204800,RISK,,,,,,,
5998,2402,2019-11-25 15:27:06.718723200,REJECTED,USAGE,,,,,,
5999,2404,2019-11-11 00:00:00.000000000,,,,,,,,
6000,2405,2019-11-11 07:12:52.235798400,RESPONSE,,,,,,,
6001,2405,2019-11-15 00:37:49.641340800,RISK,,,,,,,
6002,2405,2019-11-15 15:25:00.347318400,APPROVED,PLASTIC,48,18800,38,,,
6003,2405,2019-11-16 00:19:18.068880000,DELIVERED,,,,,,44620,3
6004,2405,2019-11-22 03:37:21.351302400,,,,,,1094.45552441029,,
6005,2405,2019-11-22 05:35:52.186905600,,,,,,13.081485589517,,
6006,2406,2019-11-11 00:00:00.000000000,,,,,,,,
6007,2407,2019-11-18 19:47:12.210432000,RESPONSE,,,,,,,
6008,2407,2019-11-23 08:36:42.237820800,RISK,,,,,,,
6009,2407,2019-11-24 23:09:39.394656000,REJECTED,INCOME,,,,,,
6010,2408,2019-11-17 08:47:18.531225599,RESPONSE,,,,,,,
6011,2408,2019-11-17 22:32:52.499241599,RISK,,,,,,,
6012,2408,2019-11-20 06:34:13.344729599,APPROVED,PLASTIC,32,9000,37,,,
6013,2408,2019-11-20 09:23:28.079894399,DELIVERED,,,,,,64000,2
6014,2408,2019-11-21 07:05:40.704604799,,,,,,210.97285805333,,
6015,2408,2019-11-23 10:19:31.855065599,,,,,,399.727595813907,,
6016,2409,2019-11-11 00:00:00.000000000,,,,,,,,
6017,2412,2019-11-12 11:52:02.640172800,RESPONSE,,,,,,,
6018,2412,2019-11-14 10:42:19.474790400,RISK,,,,,,,
6019,2412,2019-11-17 06:34:34.216550400,APPROVED,DIGITAL,30,3500,38,,,
6020,2412,2019-11-19 15:21:57.784896000,,,,,,7574.76501694528,,
6021,2412,2019-11-19 15:55:11.828207999,,,,,,98.0995472128497,,
6022,2412,2019-11-20 17:36:29.491747199,,,,,,900.539215974748,,
6023,2412,2019-12-07 21:30:11.555625599,,,,,,80.7376544132094,,
6024,2412,2019-12-10 07:23:21.823439999,,,,,,6477.47436113064,,
6025,2413,2019-11-11 00:00:00.000000000,,,,,,,,
6026,2418,2019-11-21 01:10:39.625708800,RESPONSE,,,,,,,
6027,2418,2019-11-21 04:20:13.963315200,RISK,,,,,,,
6028,2418,2019-11-21 14:21:34.787433600,APPROVED,DIGITAL,49,7800,43,,,
6029,2418,2019-11-25 05:32:41.478432000,,,,,,468.94769413785,,
6030,2420,2019-11-11 19:09:08.593286400,RESPONSE,,,,,,,
6031,2420,2019-11-13 01:50:42.618278400,RISK,,,,,,,
6032,2420,2019-11-13 10:49:21.380678400,APPROVED,DIGITAL,30,21700,36,,,
6033,2420,2019-11-15 07:30:34.903612800,,,,,,5434.56963920661,,
6034,2420,2019-11-15 07:54:17.714534400,,,,,,387.148253794824,,
6035,2420,2019-11-23 05:41:50.827603200,,,,,,2251.30747934144,,
6036,2421,2019-11-11 00:00:00.000000000,,,,,,,,
6037,2423,2019-11-11 05:20:38.573865600,RESPONSE,,,,,,,
6038,2423,2019-11-13 21:38:33.809971200,RISK,,,,,,,
6039,2423,2019-11-16 02:06:47.848060800,REJECTED,MOP,,,,,,
6040,2425,2019-11-11 00:00:00.000000000,,,,,,,,
6041,2426,2019-11-11 00:00:00.000000000,,,,,,,,
6042,2427,2019-11-16 05:54:06.200726400,RESPONSE,,,,,,,
6043,2427,2019-11-20 20:40:16.412448000,RISK,,,,,,,
6044,2427,2019-11-22 21:51:41.563180800,REJECTED,USAGE,,,,,,
6045,2428,2019-11-11 01:56:26.848838400,RESPONSE,,,,,,,
6046,2428,2019-11-11 20:15:41.924563200,RISK,,,,,,,
6047,2428,2019-11-16 08:01:29.365392000,APPROVED,PLASTIC,46,2000,40,,,
6048,2428,2019-12-13 16:32:48.811603200,DELIVERED,,,,,,53100,1
6049,2430,2019-11-29 06:09:09.087552000,RESPONSE,,,,,,,
6050,2430,2019-11-29 17:48:00.786528000,RISK,,,,,,,
6051,2430,2019-12-03 12:28:15.886934400,REJECTED,USAGE,,,,,,
6052,2431,2019-11-13 14:11:11.963961600,RESPONSE,,,,,,,
6053,2431,2019-11-14 13:19:12.915062400,RISK,,,,,,,
6054,2431,2019-11-21 18:24:33.012432000,APPROVED,PLASTIC,44,42400,42,,,
6055,2431,2019-11-21 23:20:14.525635200,DELIVERED,,,,,,44100,1
6056,2431,2019-11-27 13:34:57.049334400,,,,,,76566.8031303691,,
6057,2431,2019-12-28 17:21:07.074374400,,,,,,170.526430991383,,
6058,2431,2020-01-03 00:43:19.769433600,,,,,,387.793894067929,,
6059,2432,2019-12-30 16:51:07.932960000,RESPONSE,,,,,,,
6060,2432,2019-12-31 19:06:53.130355200,RISK,,,,,,,
6061,2432,2020-01-04 07:03:26.602992000,REJECTED,USAGE,,,,,,
6062,2433,2019-11-11 00:00:00.000000000,,,,,,,,
6063,2435,2019-11-11 01:48:21.342960000,RESPONSE,,,,,,,
6064,2435,2019-11-12 17:17:48.091545600,RISK,,,,,,,
6065,2435,2019-11-14 19:35:22.055308800,REJECTED,USAGE,,,,,,
6066,2436,2019-11-11 00:00:00.000000000,,,,,,,,
6067,2437,2019-11-18 02:26:41.523504000,RESPONSE,,,,,,,
6068,2437,2019-11-25 14:47:08.516428800,RISK,,,,,,,
6069,2437,2019-12-14 03:24:07.267564800,APPROVED,PLASTIC,40,12000,43,,,
6070,2437,2019-12-15 10:05:13.900128000,DELIVERED,,,,,,44100,1
6071,2437,2019-12-16 05:32:58.879564800,,,,,,2533.02753789743,,
6072,2437,2019-12-16 16:43:46.383945600,,,,,,2197.92868106403,,
6073,2437,2019-12-17 12:19:41.662041600,,,,,,84.310129949573,,
6074,2439,2019-11-12 20:26:10.876473600,RESPONSE,,,,,,,
6075,2439,2019-11-17 15:27:19.714406400,RISK,,,,,,,
6076,2439,2019-11-22 11:45:28.565280000,APPROVED,PLASTIC,32,20500,45,,,
6077,2439,2019-11-23 13:47:57.524812800,DELIVERED,,,,,,64000,4
6078,2439,2019-11-23 18:02:55.627353600,,,,,,216.279819567428,,
6079,2440,2019-11-11 00:00:00.000000000,,,,,,,,
6080,2441,2019-11-11 00:00:00.000000000,,,,,,,,
6081,2443,2019-11-11 05:31:16.675795200,RESPONSE,,,,,,,
6082,2443,2019-11-13 16:17:52.531785600,RISK,,,,,,,
6083,2443,2019-11-18 14:29:12.804547200,APPROVED,DIGITAL,48,24000,33,,,
6084,2443,2019-11-27 23:45:56.080656000,,,,,,105.216041267254,,
6085,2443,2019-12-01 04:40:47.793072000,,,,,,761.357520380053,,
6086,2443,2019-12-06 16:18:06.346886400,,,,,,580.538651878906,,
6087,2444,2019-11-11 00:52:05.911737600,RESPONSE,,,,,,,
6088,2444,2019-11-11 06:53:53.764684800,RISK,,,,,,,
6089,2444,2019-11-19 18:04:15.308716800,REJECTED,MOP,,,,,,
6090,2445,2019-11-11 18:31:41.168668800,RESPONSE,,,,,,,
6091,2445,2019-11-13 07:47:39.705936000,RISK,,,,,,,
6092,2445,2019-11-13 21:40:22.812124800,REJECTED,MOP,,,,,,
6093,2447,2019-11-11 00:00:00.000000000,,,,,,,,
6094,2448,2019-11-11 00:00:00.000000000,,,,,,,,
6095,2450,2019-11-11 09:41:35.659507200,RESPONSE,,,,,,,
6096,2450,2019-11-14 04:56:14.982403200,RISK,,,,,,,
6097,2450,2019-11-16 20:46:25.820054400,REJECTED,INCOME,,,,,,
6098,2452,2019-11-11 00:00:00.000000000,,,,,,,,
6099,2457,2019-11-12 23:22:13.522022400,RESPONSE,,,,,,,
6100,2457,2019-11-15 19:04:47.446953600,RISK,,,,,,,
6101,2457,2019-11-17 01:40:04.060243200,APPROVED,PLASTIC,41,23000,40,,,
6102,2457,2019-11-21 21:32:24.572054400,DELIVERED,,,,,,53100,2
6103,2457,2019-12-07 07:43:53.326790400,,,,,,13.3954302189171,,
6104,2457,2019-12-08 07:18:43.860384000,,,,,,42.4800312887378,,
6105,2460,2019-11-11 16:17:26.313964800,RESPONSE,,,,,,,
6106,2460,2019-11-12 23:14:49.186348800,RISK,,,,,,,
6107,2460,2019-11-14 08:48:08.928172800,APPROVED,PLASTIC,31,2700,42,,,
6108,2460,2019-11-16 19:12:57.119731200,DELIVERED,,,,,,44100,2
6109,2461,2019-12-11 14:19:26.276332800,RESPONSE,,,,,,,
6110,2461,2019-12-20 23:00:55.243526399,RISK,,,,,,,
6111,2461,2019-12-22 00:24:39.998908799,APPROVED,PLASTIC,36,6500,35,,,
6112,2461,2019-12-24 07:59:14.103081599,DELIVERED,,,,,,44100,1
6113,2463,2019-11-18 02:04:49.846828800,RESPONSE,,,,,,,
6114,2463,2019-11-18 15:53:23.643312000,RISK,,,,,,,
6115,2463,2019-11-20 11:45:05.445417600,APPROVED,PLASTIC,33,20800,40,,,
6116,2463,2019-11-21 13:42:55.913040000,DELIVERED,,,,,,11560,1
6117,2463,2019-11-23 04:58:36.053904000,,,,,,443.949070450603,,
6118,2463,2019-11-23 09:05:57.524841600,,,,,,8.91073354703961,,
6119,2463,2019-11-24 14:55:19.898889600,,,,,,465.278808448257,,
6120,2463,2019-12-04 17:46:46.423603200,,,,,,15.4098280160367,,
6121,2464,2020-01-02 02:42:14.014598400,RESPONSE,,,,,,,
6122,2464,2020-01-03 21:08:04.697952000,RISK,,,,,,,
6123,2464,2020-01-05 16:23:36.665318400,REJECTED,INCOME,,,,,,
6124,2466,2019-11-12 17:44:34.473004799,RESPONSE,,,,,,,
6125,2466,2019-11-22 19:32:11.344934398,RISK,,,,,,,
6126,2466,2019-11-25 21:48:49.138329597,APPROVED,PLASTIC,38,10900,37,,,
6127,2466,2019-11-26 22:38:30.355036796,DELIVERED,,,,,,53100,1
6128,2466,2019-11-27 18:03:33.020409596,,,,,,32.1261555754679,,
6129,2466,2019-12-01 17:44:34.863964796,,,,,,3618.88899224581,,
6130,2466,2019-12-05 22:19:27.135465596,,,,,,18.8081668769938,,
6131,2466,2019-12-06 09:59:52.928707196,,,,,,65.0214389161537,,
6132,2467,2019-11-11 00:00:00.000000000,,,,,,,,
6133,2472,2019-11-11 00:14:40.624396800,RESPONSE,,,,,,,
6134,2472,2019-11-17 12:43:09.609657600,RISK,,,,,,,
6135,2472,2019-11-19 00:12:40.658601600,APPROVED,PLASTIC,46,17800,34,,,
6136,2472,2019-11-20 03:16:03.810921600,DELIVERED,,,,,,64000,0
6137,2472,2019-11-24 07:29:51.866736000,,,,,,73.0086265929494,,
6138,2472,2019-11-25 01:22:17.725699200,,,,,,29.3498466283266,,
6139,2472,2019-12-01 08:12:38.098713600,,,,,,474.589989361621,,
6140,2472,2019-12-02 08:06:00.837648000,,,,,,2627.52240466442,,
6141,2476,2019-11-11 09:55:46.694841600,RESPONSE,,,,,,,
6142,2476,2019-11-15 23:20:55.816108800,RISK,,,,,,,
6143,2476,2019-11-16 11:38:36.253075200,APPROVED,DIGITAL,48,2200,39,,,
6144,2476,2019-11-16 12:44:33.954460800,,,,,,4288.18113278099,,
6145,2477,2019-11-11 00:00:00.000000000,,,,,,,,
6146,2478,2019-11-11 00:00:00.000000000,,,,,,,,
6147,2480,2019-11-11 00:00:00.000000000,,,,,,,,
6148,2481,2019-11-11 00:00:00.000000000,,,,,,,,
6149,2482,2019-11-15 02:57:43.769404800,RESPONSE,,,,,,,
6150,2482,2019-11-16 06:49:23.151590400,RISK,,,,,,,
6151,2482,2019-11-18 06:45:16.608585600,APPROVED,PLASTIC,31,12800,46,,,
6152,2482,2019-11-19 05:12:38.289830400,DELIVERED,,,,,,53100,2
6153,2482,2019-11-19 17:59:15.716976000,,,,,,23.7425198074151,,
6154,2485,2019-12-01 09:44:20.408668800,RESPONSE,,,,,,,
6155,2485,2019-12-07 12:34:42.337977600,RISK,,,,,,,
6156,2485,2019-12-09 11:16:41.138284800,APPROVED,PLASTIC,48,24000,46,,,
6157,2485,2019-12-20 03:37:14.773065600,DELIVERED,,,,,,53100,4
6158,2485,2019-12-20 04:48:54.775785600,,,,,,71.8955215003718,,
6159,2486,2019-11-11 00:00:00.000000000,,,,,,,,
6160,2488,2019-11-11 00:00:00.000000000,,,,,,,,
6161,2489,2019-12-22 01:03:59.620752000,RESPONSE,,,,,,,
6162,2489,2019-12-22 20:38:09.946867200,RISK,,,,,,,
6163,2489,2019-12-23 03:25:16.858444800,REJECTED,EMPTY,,,,,,
6164,2491,2019-11-18 18:58:38.108294400,RESPONSE,,,,,,,
6165,2491,2019-11-19 11:33:35.249817599,RISK,,,,,,,
6166,2491,2019-11-20 12:35:30.792652798,REJECTED,MOP,,,,,,
6167,2493,2019-12-03 04:28:42.078604800,RESPONSE,,,,,,,
6168,2493,2019-12-05 19:54:17.154662400,RISK,,,,,,,
6169,2493,2019-12-08 05:01:23.549203200,REJECTED,USAGE,,,,,,
6170,2495,2020-02-25 06:15:27.211708800,RESPONSE,,,,,,,
6171,2495,2020-02-25 23:56:26.965507200,RISK,,,,,,,
6172,2495,2020-02-27 10:01:24.591676800,APPROVED,DIGITAL,33,6000,43,,,
6173,2495,2020-02-27 18:16:49.736668800,,,,,,5.72473195442197,,
6174,2495,2020-07-07 17:52:04.648195200,,,,,,138.363077038184,,
6175,2496,2019-11-11 05:47:19.267785600,RESPONSE,,,,,,,
6176,2496,2019-11-12 18:10:37.844112000,RISK,,,,,,,
6177,2496,2019-11-17 16:25:15.301804800,APPROVED,PLASTIC,34,8000,40,,,
6178,2496,2019-11-18 12:15:21.159216000,DELIVERED,,,,,,53100,1
6179,2496,2019-11-21 00:41:44.141913600,,,,,,1923.23466057393,,
6180,2496,2019-11-24 02:41:16.593417600,,,,,,531.07231134267,,
6181,2497,2019-11-13 14:09:08.103859200,RESPONSE,,,,,,,
6182,2497,2019-11-20 18:44:53.894025600,RISK,,,,,,,
6183,2497,2019-11-21 22:54:32.185584000,APPROVED,PLASTIC,35,900,37,,,
6184,2497,2019-11-22 06:17:04.215926399,DELIVERED,,,,,,44100,1
6185,2497,2019-11-23 20:43:03.030614399,,,,,,120.604421460283,,
6186,2497,2019-11-24 05:31:39.584927999,,,,,,164.986435476869,,
6187,2497,2019-12-06 23:53:16.478217599,,,,,,38.3347795539835,,
6188,2497,2020-05-02 21:49:26.358412799,,,,,,296.521116307027,,
6189,2497,2020-05-03 01:43:45.868310399,,,,,,636.6322517602,,
6190,2498,2019-11-11 00:00:00.000000000,,,,,,,,
6191,2500,2019-11-11 02:51:06.370790400,RESPONSE,,,,,,,
6192,2500,2019-11-16 21:31:17.850432000,RISK,,,,,,,
6193,2500,2019-11-17 20:26:11.016787200,APPROVED,PLASTIC,44,10500,42,,,
6194,2500,2019-11-18 09:06:34.107292800,DELIVERED,,,,,,11560,1
6195,2500,2019-11-20 05:46:24.167395200,,,,,,134.418653120119,,
6196,2500,2019-11-23 10:23:35.652969600,,,,,,221.122059255263,,
6197,2500,2019-11-25 03:35:21.655939200,,,,,,32.8070737898871,,
6198,2501,2019-11-11 00:00:00.000000000,,,,,,,,
6199,2502,2019-11-12 19:39:39.859430400,RESPONSE,,,,,,,
6200,2502,2019-11-14 22:13:13.155657600,RISK,,,,,,,
6201,2502,2019-11-15 18:32:28.343500800,REJECTED,MOP,,,,,,
6202,2503,2020-03-12 11:41:44.393136000,RESPONSE,,,,,,,
6203,2503,2020-03-13 03:16:10.043558400,RISK,,,,,,,
6204,2503,2020-03-13 11:16:02.423654400,APPROVED,PLASTIC,36,13700,36,,,
6205,2503,2020-03-17 10:17:09.219724800,DELIVERED,,,,,,53100,4
6206,2503,2020-03-17 12:56:14.867203200,,,,,,190.775141670909,,
6207,2504,2019-11-12 07:48:38.587449600,RESPONSE,,,,,,,
6208,2504,2019-11-13 23:13:45.019228800,RISK,,,,,,,
6209,2504,2019-11-15 00:58:17.609289600,APPROVED,PLASTIC,30,12500,43,,,
6210,2504,2019-11-22 18:40:06.757104000,DELIVERED,,,,,,11560,4
6211,2505,2019-11-11 00:00:00.000000000,,,,,,,,
6212,2506,2019-11-12 09:44:04.053235200,RESPONSE,,,,,,,
6213,2506,2019-11-15 11:20:11.238288000,RISK,,,,,,,
6214,2506,2019-11-17 01:24:10.780790400,APPROVED,DIGITAL,44,3600,46,,,
6215,2506,2020-01-05 03:41:10.262832000,,,,,,540.619901027236,,
6216,2506,2021-04-05 06:44:49.469136000,,,,,,91.7853711457616,,
6217,2506,2021-04-09 03:29:48.333984000,,,,,,14.3182317686096,,
6218,2506,2021-04-09 07:11:30.190099200,,,,,,2138.61238971206,,
6219,2507,2019-11-11 22:04:58.254902400,RESPONSE,,,,,,,
6220,2507,2019-11-27 12:14:14.266694400,RISK,,,,,,,
6221,2507,2019-11-27 19:37:42.108758400,REJECTED,USAGE,,,,,,
6222,2508,2019-11-11 00:00:00.000000000,,,,,,,,
6223,2509,2020-01-17 21:07:17.458233600,RESPONSE,,,,,,,
6224,2509,2020-01-20 16:24:15.827414400,RISK,,,,,,,
6225,2509,2020-01-22 11:14:32.482723200,REJECTED,MOP,,,,,,
6226,2510,2019-11-11 12:22:33.069792000,RESPONSE,,,,,,,
6227,2510,2019-11-17 03:50:51.170639999,RISK,,,,,,,
6228,2510,2019-11-19 00:07:03.500227199,REJECTED,MOP,,,,,,
6229,2512,2020-01-22 10:28:03.568569600,RESPONSE,,,,,,,
6230,2512,2020-02-01 21:15:52.582636800,RISK,,,,,,,
6231,2512,2020-02-03 01:00:50.600448000,REJECTED,MOP,,,,,,
6232,2513,2019-11-11 02:30:22.975776000,RESPONSE,,,,,,,
6233,2513,2019-11-13 02:08:16.703289600,RISK,,,,,,,
6234,2513,2019-11-22 13:11:40.333027200,APPROVED,PLASTIC,32,18600,47,,,
6235,2513,2019-11-23 23:09:32.082192000,DELIVERED,,,,,,44620,2
6236,2513,2019-11-24 00:21:19.353657599,,,,,,1129.39715308645,,
6237,2514,2019-11-21 11:39:05.375664000,RESPONSE,,,,,,,
6238,2514,2019-11-23 05:19:31.065312000,RISK,,,,,,,
6239,2514,2019-11-23 12:13:58.223596800,APPROVED,PLASTIC,42,900,35,,,
6240,2514,2019-11-26 02:27:01.848499200,DELIVERED,,,,,,53100,2
6241,2514,2019-11-27 12:04:50.039356800,,,,,,36.0311085997466,,
6242,2514,2020-06-28 19:08:33.731232000,,,,,,136.312782878115,,
6243,2514,2020-06-30 09:40:21.449510400,,,,,,1016.95415952978,,
6244,2515,2019-11-12 12:48:47.731996800,RESPONSE,,,,,,,
6245,2515,2019-11-18 10:39:42.700348800,RISK,,,,,,,
6246,2515,2019-11-19 06:19:47.041996800,REJECTED,MOP,,,,,,
6247,2516,2019-11-11 00:00:00.000000000,,,,,,,,
6248,2517,2019-11-11 00:00:00.000000000,,,,,,,,
6249,2519,2019-11-11 02:28:23.977401600,RESPONSE,,,,,,,
6250,2519,2019-11-28 02:06:02.168380800,RISK,,,,,,,
6251,2519,2019-11-28 22:17:38.897260800,APPROVED,PLASTIC,48,15100,46,,,
6252,2519,2019-12-02 19:59:26.996553600,DELIVERED,,,,,,53100,3
6253,2521,2019-11-17 03:50:18.650716800,RESPONSE,,,,,,,
6254,2521,2019-11-19 21:32:52.905897600,RISK,,,,,,,
6255,2521,2019-11-23 21:56:46.020192000,APPROVED,PLASTIC,48,2700,42,,,
6256,2521,2019-11-27 09:46:48.590284800,DELIVERED,,,,,,64000,2
6257,2521,2019-11-27 19:40:12.841075200,,,,,,22.6754513817595,,
6258,2521,2019-12-05 21:06:32.153875200,,,,,,76.7771984569811,,
6259,2522,2019-11-11 00:00:00.000000000,,,,,,,,
6260,2523,2019-11-13 15:56:37.682678399,RESPONSE,,,,,,,
6261,2523,2019-11-15 08:51:34.139577599,RISK,,,,,,,
6262,2523,2019-11-17 13:01:15.771532799,APPROVED,PLASTIC,48,11100,30,,,
6263,2523,2019-11-27 03:53:35.938204799,DELIVERED,,,,,,11560,3
6264,2523,2019-11-30 10:30:12.782879999,,,,,,5050.01082924015,,
6265,2523,2019-11-30 11:50:06.200361599,,,,,,183.522756840937,,
6266,2523,2019-12-01 05:56:30.098889599,,,,,,16891.2704430089,,
6267,2523,2019-12-01 07:41:31.241471999,,,,,,96.0888046819268,,
6268,2523,2020-01-08 03:32:58.888060799,,,,,,82.2996618151218,,
6269,2526,2019-11-11 00:00:00.000000000,,,,,,,,
6270,2527,2019-11-11 00:00:00.000000000,,,,,,,,
6271,2528,2019-11-15 09:34:10.283145600,RESPONSE,,,,,,,
6272,2528,2019-11-17 11:06:57.079555199,RISK,,,,,,,
6273,2528,2019-11-20 00:02:08.136124799,APPROVED,PLASTIC,46,2100,31,,,
6274,2528,2019-11-22 16:46:11.443583999,DELIVERED,,,,,,44100,2
6275,2528,2019-11-30 14:07:34.283827199,,,,,,552.628116885347,,
6276,2530,2019-11-11 00:00:00.000000000,,,,,,,,
6277,2531,2019-11-11 11:43:42.337257600,RESPONSE,,,,,,,
6278,2531,2019-11-13 12:11:36.210768000,RISK,,,,,,,
6279,2531,2019-11-15 21:21:27.515260800,APPROVED,DIGITAL,43,23500,34,,,
6280,2531,2019-11-16 13:40:01.338384000,,,,,,773.012444951787,,
6281,2531,2019-11-21 01:53:24.118540800,,,,,,1162.14878808487,,
6282,2531,2019-11-23 03:26:09.986150400,,,,,,39.7548669246302,,
6283,2531,2019-11-25 02:51:53.149219200,,,,,,54.7062313887278,,
6284,2532,2019-11-11 00:31:42.239942400,RESPONSE,,,,,,,
6285,2532,2019-11-12 09:00:13.729132800,RISK,,,,,,,
6286,2532,2019-11-18 19:20:21.538348800,APPROVED,PLASTIC,37,12100,42,,,
6287,2532,2019-11-20 19:57:51.499238400,DELIVERED,,,,,,11560,3
6288,2532,2019-11-24 02:42:07.906895999,,,,,,60.0140627448918,,
6289,2532,2019-11-25 17:10:45.814569599,,,,,,74.6595470020701,,
6290,2533,2019-11-11 00:00:00.000000000,,,,,,,,
6291,2534,2019-11-11 20:58:33.342355200,RESPONSE,,,,,,,
6292,2534,2019-11-13 09:39:11.912025600,RISK,,,,,,,
6293,2534,2019-11-18 17:58:20.539516800,REJECTED,INCOME,,,,,,
6294,2537,2019-11-13 16:03:09.927014400,RESPONSE,,,,,,,
6295,2537,2019-11-15 04:45:15.884236800,RISK,,,,,,,
6296,2537,2019-11-17 21:24:00.704880000,REJECTED,INCOME,,,,,,
6297,2539,2019-11-11 02:10:41.723961600,RESPONSE,,,,,,,
6298,2539,2019-11-13 09:57:47.567491200,RISK,,,,,,,
6299,2539,2019-11-13 19:04:30.170755200,APPROVED,PLASTIC,48,7000,31,,,
6300,2539,2019-11-14 18:53:30.206083200,DELIVERED,,,,,,64000,3
6301,2539,2019-11-14 23:45:06.212390400,,,,,,43.205218355406,,
6302,2539,2019-11-16 04:04:33.024892799,,,,,,15978.0010465352,,
6303,2539,2019-11-20 10:00:22.230403199,,,,,,50.075029280927,,
6304,2539,2019-11-20 13:18:33.323471998,,,,,,49.1640020681598,,
6305,2541,2019-11-11 00:00:00.000000000,,,,,,,,
6306,2542,2019-11-13 02:36:25.262726400,RESPONSE,,,,,,,
6307,2542,2019-11-24 17:04:52.135392000,RISK,,,,,,,
6308,2542,2019-11-29 15:17:54.639312000,APPROVED,PLASTIC,30,56500,39,,,
6309,2542,2019-12-01 16:48:16.786483200,DELIVERED,,,,,,44620,0
6310,2543,2019-11-11 00:00:00.000000000,,,,,,,,
6311,2545,2019-11-11 00:00:00.000000000,,,,,,,,
6312,2546,2019-11-11 14:05:28.906627200,RESPONSE,,,,,,,
6313,2546,2019-11-16 11:57:28.931068800,RISK,,,,,,,
6314,2546,2019-11-27 03:18:48.731155200,APPROVED,PLASTIC,38,24500,46,,,
6315,2546,2019-11-30 14:09:48.265344000,DELIVERED,,,,,,53100,1
6316,2546,2019-11-30 19:16:30.657504000,,,,,,61.5754718236846,,
6317,2546,2019-12-01 23:57:44.082518400,,,,,,351.635600637542,,
6318,2546,2019-12-05 21:16:28.455139200,,,,,,90.9755232725197,,
6319,2547,2019-11-11 04:36:31.837046399,RESPONSE,,,,,,,
6320,2547,2019-11-11 14:31:56.951759999,RISK,,,,,,,
6321,2547,2019-11-12 22:38:34.385596799,APPROVED,PLASTIC,44,14100,39,,,
6322,2547,2019-11-14 01:45:43.167369598,DELIVERED,,,,,,44620,4
6323,2547,2019-11-18 07:07:09.259334398,,,,,,3295.74149810625,,
6324,2548,2019-11-22 09:37:23.318025600,RESPONSE,,,,,,,
6325,2548,2019-11-22 23:47:56.617814399,RISK,,,,,,,
6326,2548,2019-11-29 19:14:34.553183998,REJECTED,USAGE,,,,,,
6327,2549,2019-11-11 00:00:00.000000000,,,,,,,,
6328,2550,2019-11-14 02:18:55.897747200,RESPONSE,,,,,,,
6329,2550,2019-11-14 08:58:23.163744000,RISK,,,,,,,
6330,2550,2019-11-16 18:16:29.754681600,APPROVED,DIGITAL,39,2400,36,,,
6331,2553,2019-11-12 01:30:08.127475200,RESPONSE,,,,,,,
6332,2553,2019-11-12 23:48:25.566393600,RISK,,,,,,,
6333,2553,2019-11-14 03:37:24.133468800,APPROVED,PLASTIC,47,7200,30,,,
6334,2553,2019-11-15 17:54:17.950176000,DELIVERED,,,,,,53100,2
6335,2553,2019-11-15 20:24:09.214214400,,,,,,2743.51089229726,,
6336,2553,2019-11-17 12:57:18.786787200,,,,,,2.88918947199826,,
6337,2553,2019-11-18 00:47:10.690108800,,,,,,149.277206951567,,
6338,2554,2019-11-12 02:37:10.421155200,RESPONSE,,,,,,,
6339,2554,2019-11-13 22:55:45.981292800,RISK,,,,,,,
6340,2554,2019-11-14 13:20:22.514064000,APPROVED,PLASTIC,30,29100,41,,,
6341,2554,2019-11-20 13:30:01.380067200,DELIVERED,,,,,,53100,1
6342,2554,2019-11-21 21:27:57.824409600,,,,,,1096.581219564,,
6343,2554,2019-11-26 13:07:02.281756800,,,,,,51.9085174234054,,
6344,2555,2019-11-11 00:00:00.000000000,,,,,,,,
6345,2556,2019-11-11 00:00:00.000000000,,,,,,,,
6346,2557,2019-11-27 10:40:45.600412800,RESPONSE,,,,,,,
6347,2557,2019-11-29 18:59:34.937289600,RISK,,,,,,,
6348,2557,2019-11-30 05:35:00.434342400,REJECTED,USAGE,,,,,,
6349,2559,2019-11-11 04:18:12.091968000,RESPONSE,,,,,,,
6350,2559,2019-11-11 23:41:34.025308800,RISK,,,,,,,
6351,2559,2019-11-14 06:14:19.421491200,REJECTED,EMPTY,,,,,,
6352,2562,2019-11-23 08:04:40.947801600,RESPONSE,,,,,,,
6353,2562,2019-11-23 21:28:28.445952000,RISK,,,,,,,
6354,2562,2019-12-17 03:59:05.308742400,REJECTED,USAGE,,,,,,
6355,2563,2019-11-14 17:25:40.964793600,RESPONSE,,,,,,,
6356,2563,2019-11-18 10:35:31.719408000,RISK,,,,,,,
6357,2563,2019-11-24 20:31:23.532326400,APPROVED,PLASTIC,44,13000,35,,,
6358,2563,2019-11-28 09:46:30.195724800,DELIVERED,,,,,,11560,2
6359,2563,2019-12-03 06:49:14.749276800,,,,,,410.964977567544,,
6360,2563,2019-12-03 08:35:42.452736000,,,,,,27.9216989171161,,
6361,2563,2019-12-07 22:58:16.000636800,,,,,,451.622466544213,,
6362,2564,2019-11-11 06:49:59.820441600,RESPONSE,,,,,,,
6363,2564,2019-11-11 15:25:09.506236800,RISK,,,,,,,
6364,2564,2019-11-12 09:27:20.624284800,APPROVED,PLASTIC,46,600,36,,,
6365,2564,2019-11-12 14:52:41.184249600,DELIVERED,,,,,,11560,1
6366,2564,2019-11-12 17:24:27.551577600,,,,,,399.459994567988,,
